name,place_id,restaurant_type,cuisine_type,address,rating,review_count,price_range,Phone_number,website,url,atmosphere,dietary_options,service_options,amenities
Léas at the Glucksman,200,Cafe,Indian,"The Glucksman, University College Cork, University College, Cork, T12 N1FK, Ireland",4.6,46,€5-15,+353 21 427 9997,https://www.google.com/url?q=https://leasattheglucksman.com/&opi=79508299&sa=U&ved=0ahUKEwj6x72K7ZiQAxX5ZmwGHUQhA8EQ61gIGigS&usg=AOvVaw0kx_X6ZAWEkv43gDFeW3j_,https://www.google.com/maps/place/L%C3%A9as+at+the+Glucksman/data=!4m7!3m6!1s0x484491c5527670cd:0x8b55ab4df3e99419!8m2!3d51.8947831!4d-8.4904011!16s%2Fg%2F11vcjqmd3_!19sChIJzXB2UsWRREgRGZTp802rVYs?authuser=0&hl=en&rclk=1,Trendy,Non-Veg,"Dine-in, Takeaway, Delivery",Bar
Ichigo Ichie Bistro and Natural Wine,201,Restaurant,Italian,"5 Sheares St, Centre, Cork, T12 RY7Y, Ireland",4.4,44,€20-35,+353 21 455 1173,https://www.google.com/url?q=http://ichigoichie.ie/&opi=79508299&sa=U&ved=0ahUKEwjjkayY7ZiQAxUtTWwGHdW9HdQQ61gIFygS&usg=AOvVaw0bTy7SBdxpNEdEVM8n5UXb,https://www.google.com/maps/place/Ichigo+Ichie+Bistro+and+Natural+Wine/data=!4m7!3m6!1s0x4844901714138d41:0xe3cbf9a0f7071b44!8m2!3d51.8980622!4d-8.4797994!16s%2Fg%2F11ggvw6zng!19sChIJQY0TFBeQREgRRBsH96D5y-M?authuser=0&hl=en&rclk=1,Casual,Non-Veg,"Dine-in, Takeaway, Delivery",Bar
Naturally Nourished,202,Restaurant,Irish,"Railway St, Victorian Quarter, Cork, Ireland",4.6,46,€10-25,+353 21 427 5818,https://www.google.com/url?q=https://naturallynourished.ie/&opi=79508299&sa=U&ved=0ahUKEwiMo8Cl7ZiQAxXCS2wGHWHiFS8Q61gIGigS&usg=AOvVaw3Fxo1BzTKsGZ1RUXims46Z,https://www.google.com/maps/place/Naturally+Nourished/data=!4m7!3m6!1s0x4844915998ab3325:0xe934b17657a8531f!8m2!3d51.9003577!4d-8.4615074!16s%2Fg%2F11hw7p07g5!19sChIJJTOrmFmRREgRH1OoV3axNOk?authuser=0&hl=en&rclk=1,Casual,Non-Veg,"Dine-in, Takeaway, Delivery",Bar
Ristorante Rossini,203,Cafe,Irish,"33 Princes St, Centre, Cork, T12 V12V, Ireland",4.5,45,€20-35,+353 21 427 0001,https://www.google.com/url?q=http://rossini.ie/&opi=79508299&sa=U&ved=0ahUKEwjtwJKz7ZiQAxWxd2wGHbONIFIQ61gIHCgS&usg=AOvVaw2ANlfYKztkdl7PKnAO1UCB,https://www.google.com/maps/place/Ristorante+Rossini/data=!4m7!3m6!1s0x48449010782f6abf:0x2ca96358de876608!8m2!3d51.8971027!4d-8.4731757!16s%2Fg%2F1v1tmhbp!19sChIJv2oveBCQREgRCGaH3lhjqSw?authuser=0&hl=en&rclk=1,Casual,Non-Veg,"Dine-in, Takeaway",Bar
Cork Grill,204,Cafe,Sweets and Savory,"20 Coburg St, Victorian Quarter, Cork, T23 DX52, Ireland",4.5,45,€20-35,+353 21 427 0001,https://www.google.com/url?q=http://www.corkgrill.ie/&opi=79508299&sa=U&ved=0ahUKEwjzx_fA7ZiQAxVLS2wGHX4tJl4Q61gIGigS&usg=AOvVaw1nJaVXRZRAbyhsJJbv0r1_,https://www.google.com/maps/place/Cork+Grill/data=!4m7!3m6!1s0x4844912ced0828bb:0x56654f52af4b4b91!8m2!3d51.9017131!4d-8.4703227!16s%2Fg%2F11w2_msqsj!19sChIJuygI7SyRREgRkUtLr1JPZVY?authuser=0&hl=en&rclk=1,Casual,Non-Veg,"Dine-in, Takeaway, Delivery",Bar
GoodHood,205,Cafe,Irish,"9 St Luke's Ave, Summerhill N, Cork, Ireland",4.7,47,€10-25,+353 21 427 0001,https://www.google.com/url?q=http://www.goodhood.ie/&opi=79508299&sa=U&ved=0ahUKEwimkaLR7ZiQAxVNfWwGHRVAIV0Q61gIFygO&usg=AOvVaw0LCsc5dfuHvsTYGxT5RQ-N,https://www.google.com/maps/place/GoodHood/data=!4m7!3m6!1s0x48449b0017657f83:0x44391aa6ea43b403!8m2!3d51.904439!4d-8.4577824!16s%2Fg%2F11wp7qw19g!19sChIJg39lFwCbREgRA7RD6qYaOUQ?authuser=0&hl=en&rclk=1,Casual,Non-Veg,"Dine-in, Takeaway",Bar
Cool Beans Coffee,206,Bar,Irish,"13a Parnell Pl, Centre, Cork, T12 ED35, Ireland",4.1,41,€5-15,+353 21 427 0001,,https://www.google.com/maps/place/Cool+Beans+Coffee/data=!4m7!3m6!1s0x4844913b0e3dc303:0xe9b82491c8e23c1!8m2!3d51.8987582!4d-8.4671513!16s%2Fg%2F11sc_h2jg1!19sChIJA8M9DjuRREgRwSOOHEmCmw4?authuser=0&hl=en&rclk=1,Casual,Non-Veg,"Dine-in, Takeaway, Delivery",Bar
On the Pigs Back Cafe Deli,207,Pizzeria,Italian,Address not available,4.4,44,€5-15,+353 21 427 0001,https://www.google.com/url?q=https://www.onthepigsback.ie/&opi=79508299&sa=U&ved=0ahUKEwjrwPLr7ZiQAxVNSGcHHeQwD9gQ61gIGigS&usg=AOvVaw2uckXNmfNtZSsvCiE_rBN8,https://www.google.com/maps/place/On+the+Pigs+Back+Cafe+Deli/data=!4m7!3m6!1s0x4844855a308fe7d5:0xc432f4bb139f816!8m2!3d51.8758333!4d-8.4419444!16s%2Fg%2F1tq6cxgl!19sChIJ1eePMFqFREgRFvg5sUsvQww?authuser=0&hl=en&rclk=1,Casual,Non-Veg,"Dine-in, Takeaway, Delivery",Bar
Quinlans Seafood Bar Cork,208,Restaurant,Middle Eastern,"14 Princes St, Centre, Cork, T12 K2HW, Ireland",4.6,46,€10-25,+353 21 427 0001,https://www.google.com/url?q=https://seafoodbar.ie/cork&opi=79508299&sa=U&ved=0ahUKEwjsj7f57ZiQAxW5TWwGHR4VNR8Q61gIGygS&usg=AOvVaw26aAs40X8fvD7p02F-oF6v,https://www.google.com/maps/place/Quinlans+Seafood+Bar+Cork/data=!4m7!3m6!1s0x484490107753f5a5:0x8cc2248640e1a1ff!8m2!3d51.8971658!4d-8.473058!16s%2Fg%2F11bv2lp1zt!19sChIJpfVTdxCQREgR_6HhQIYkwow?authuser=0&hl=en&rclk=1,Casual,Non-Veg,"Dine-in, Takeaway",Bar
Oak Fire Pizza - Princes Street,209,Cafe,Sweets and Savory,"29 Princes St, Centre, Cork, T12 YE64, Ireland",4.5,45,€10-25,+353 21 427 0001,https://www.google.com/url?q=https://www.oakfirepizza.ie/&opi=79508299&sa=U&ved=0ahUKEwisqLKH7piQAxXBTmwGHbftATMQ61gIGigS&usg=AOvVaw33oOpQujjXdBy9uRhXjzMT,https://www.google.com/maps/place/Oak+Fire+Pizza+-+Princes+Street/data=!4m7!3m6!1s0x484491b0c3d9e55f:0xec5ff3ce645430bc!8m2!3d51.8968954!4d-8.473154!16s%2Fg%2F11f7cjv0p1!19sChIJX-XZw7CRREgRvDBUZM7zX-w?authuser=0&hl=en&rclk=1,Casual,Non-Veg,"Dine-in, Takeaway, Delivery",Bar
Sultan Cafe Restaurant & Shisha Lounge,210,Restaurant,Italian,"Unit 5, Penrose Wharf, Penrose Quay, Cork, T23 X284, Ireland",4.3,43,€5-15,+353 21 427 8866,https://www.google.com/url?q=https://www.facebook.com/Sultan.Cork&opi=79508299&sa=U&ved=0ahUKEwjp3taU7piQAxXARmwGHbMNHdIQ61gIFygS&usg=AOvVaw1hHHi97F4_DnkckADPXHXY,https://www.google.com/maps/place/Sultan+Cafe+Restaurant+%26+Shisha+Lounge/data=!4m7!3m6!1s0x4844900926fee22d:0x7803a7f9b7b47e4a!8m2!3d51.900327!4d-8.463546!16s%2Fg%2F11b5w81vz5!19sChIJLeL-JgmQREgRSn60t_mnA3g?authuser=0&hl=en&rclk=1,Casual,Non-Veg,"Dine-in, Takeaway, Delivery",Bar
Butlers Chocolate Café,211,Cafe,Sweets and Savory,"30 Oliver Plunkett St, Centre, Cork, T12 R68V, Ireland",4.5,45,€5-15,+353 21 434 1095,https://www.google.com/url?q=http://www.butlerschocolates.com/&opi=79508299&sa=U&ved=0ahUKEwiIyaui7piQAxW0V2wGHe5bHjwQ61gIFygS&usg=AOvVaw3ZD9-wEWg-XjihACenbaad,https://www.google.com/maps/place/Butlers+Chocolate+Caf%C3%A9/data=!4m7!3m6!1s0x484490101c85fc21:0x704260b4901035ff!8m2!3d51.8978472!4d-8.4707098!16s%2Fg%2F1tcw7l85!19sChIJIfyFHBCQREgR_zUQkLRgQnA?authuser=0&hl=en&rclk=1,Casual,Non-Veg,"Dine-in, Takeaway, Delivery",Bar
Gallo & Galetti,212,Bar,Irish,"Unit 7/8, Bishopstown Rd, Wilton, Cork, T12 YC53, Ireland",4.7,47,€20-35,+353 89 252 2240,https://www.google.com/url?q=http://www.galloandgaletti.ie/&opi=79508299&sa=U&ved=0ahUKEwjFgJGv7piQAxXzT2wGHUbSLysQ61gIGygS&usg=AOvVaw1AODwPoWRF9rMD7lRjcxAN,https://www.google.com/maps/place/Gallo+%26+Galetti/data=!4m7!3m6!1s0x48448e2a551f1d75:0x49f77c374caeb5cd!8m2!3d51.8807627!4d-8.5118538!16s%2Fg%2F11b6qkyv73!19sChIJdR0fVSqOREgRzbWuTDd890k?authuser=0&hl=en&rclk=1,Casual,Non-Veg,"Dine-in, Takeaway, Delivery",Bar
Lab 82 Coffee,213,Bar,Continental,"82 Lower Glanmire Rd, Victorian Quarter, Cork, T23 TK20, Ireland",4.7,47,€5-15,+353 21 450 6049,https://www.google.com/url?q=https://lab82.ie/&opi=79508299&sa=U&ved=0ahUKEwji9ry87piQAxWNb2wGHclLNdkQ61gIGygS&usg=AOvVaw1IILoAG03ZbdUNGlIT0LJ0,https://www.google.com/maps/place/Lab+82+Coffee/data=!4m7!3m6!1s0x4844913dadb22073:0x2dc7f14ac7911c82!8m2!3d51.902403!4d-8.458772!16s%2Fg%2F11f9zrkbj7!19sChIJcyCyrT2RREgRghyRx0rxxy0?authuser=0&hl=en&rclk=1,Casual,Non-Veg,"Dine-in, Takeaway, Delivery",Bar
KLM Bar,214,Pub,Irish,"141 Lower Glanmire Rd, Tivoli, Cork, T23 RP38, Ireland",4.8,48,€10-25,+353 21 431 3076,https://www.google.com/url?q=https://www.facebook.com/p/The-KLM-Bar-100057240108578/&opi=79508299&sa=U&ved=0ahUKEwjU3tHJ7piQAxVkR2wGHXrXKhMQ61gIGigS&usg=AOvVaw3Hc-u8kd1b-GHwUHL28nan,https://www.google.com/maps/place/KLM+Bar/data=!4m7!3m6!1s0x48449aa6a124f007:0x76590bcb9bb44f6b!8m2!3d51.902789!4d-8.4515454!16s%2Fg%2F11bbrgfq_z!19sChIJB_AkoaaaREgRa0-0m8sLWXY?authuser=0&hl=en&rclk=1,Casual,Non-Veg,"Takeaway, Delivery",Bar
Monk Cocktail Bar,215,Restaurant,Irish,"14B N Mall, Sunday's Well, Cork, T23 HN36, Ireland",4.6,46,€10-25,+353 21 427 4024,https://www.google.com/url?q=https://www.monkcocktailbar.ie/&opi=79508299&sa=U&ved=0ahUKEwj_2PjV7piQAxVTR2wGHTg6HxEQ61gIGigS&usg=AOvVaw0xEFsW-YdOmFlz2ZkV3T7G,https://www.google.com/maps/place/Monk+Cocktail+Bar/data=!4m7!3m6!1s0x484491d9cbb4d3f7:0x94479326c4bc4416!8m2!3d51.9011176!4d-8.4818707!16s%2Fg%2F11w7cky31v!19sChIJ99O0y9mRREgRFkS8xCaTR5Q?authuser=0&hl=en&rclk=1,Casual,Non-Veg,"Dine-in, Takeaway, Delivery",Bar
Horgan’s Lounge,216,Deli,Irish,"Blarney St, Sunday's Well, Cork, T23 H2TK, Ireland",4.8,48,€10-25,+353 21 239 7046,,https://www.google.com/maps/place/Horgan%E2%80%99s+Lounge/data=!4m7!3m6!1s0x48449015e3e2ef7f:0x980ce75c3ff3c02a!8m2!3d51.9017159!4d-8.4844401!16s%2Fg%2F11f7r2hy3p!19sChIJf-_i4xWQREgRKsDzP1znDJg?authuser=0&hl=en&rclk=1,Casual,Non-Veg,"Takeaway, Delivery",Bar
Goldie,217,Bar,Irish,"128 Oliver Plunkett St, Centre, Cork, T12 X5P8, Ireland",4.8,48,€20-35,+353 21 496 5848,https://www.google.com/url?q=https://goldie.ie/&opi=79508299&sa=U&ved=0ahUKEwjLtOrv7piQAxX_TGwGHUrFEEcQ61gIFigS&usg=AOvVaw3O_ssS3LIm8QZmUNPW5icz,https://www.google.com/maps/place/Goldie/data=!4m7!3m6!1s0x484491ae78899d35:0xf222a8da4a72fa42!8m2!3d51.8984909!4d-8.4684305!16s%2Fg%2F11fn42kwsy!19sChIJNZ2JeK6RREgRQvpyStqoIvI?authuser=0&hl=en&rclk=1,Casual,Non-Veg,"Dine-in, Takeaway, Delivery",Bar
Sonny's Deli,218,Bar,Irish,"Marina Villas, 3a Albert Rd, Ballintemple, Cork, T12 AF80, Ireland",4.8,48,€10-25,+353 21 450 2266,https://www.google.com/url?q=https://sonnysdelicork.clickandcollection.com/&opi=79508299&sa=U&ved=0ahUKEwjNkNn97piQAxVXRmcHHco_IUYQ61gIFigO&usg=AOvVaw00oSAT-6lGC-pS6pqtbNXM,https://www.google.com/maps/place/Sonny%27s+Deli/data=!4m7!3m6!1s0x48449007cbd1ec13:0x88d96a7903db9f51!8m2!3d51.8967012!4d-8.4595219!16s%2Fg%2F11cn3v8l1m!19sChIJE-zRyweQREgRUZ_bA3lq2Yg?authuser=0&hl=en&rclk=1,Casual,Non-Veg,"Takeaway, Delivery",Bar
Cask,219,Pub,Irish,"48 MacCurtain Street, Victorian Quarter, Cork, T23 F104, Ireland",4.5,45,€10-25,+353 83 456 7890,https://www.google.com/url?q=http://www.caskcork.com/&opi=79508299&sa=U&ved=0ahUKEwiDtuGK75iQAxVdSGwGHX2qDYMQ61gIFygS&usg=AOvVaw0Xom7-fY-zNWjmugUFAe51,https://www.google.com/maps/place/Cask/data=!4m7!3m6!1s0x4844900e8a1a67c5:0x551c72acf2a6f7ad!8m2!3d51.9016191!4d-8.4682676!16s%2Fg%2F11dxbcrpq5!19sChIJxWcaig6QREgRrfem8qxyHFU?authuser=0&hl=en&rclk=1,Casual,Non-Veg,"Dine-in, Takeaway, Delivery",Bar
Hysterical Histories Cork,220,Bar,Irish,Address not available,4.8,48,€10-25,+353 21 436 5241,https://www.google.com/url?q=http://www.hystericalhistories.ie/&opi=79508299&sa=U&ved=0ahUKEwi5n4KY75iQAxV2VmwGHQ5xFTEQ61gIGigS&usg=AOvVaw3fSHiHJetStaQc9Oo14VYB,https://www.google.com/maps/place/Hysterical+Histories+Cork/data=!4m7!3m6!1s0x48449172cf4f2631:0x2ec66048d00e3113!8m2!3d51.8993329!4d-8.4742608!16s%2Fg%2F11kk59qb2s!19sChIJMSZPz3KRREgREzEO0Ehgxi4?authuser=0&hl=en&rclk=1,Casual,Non-Veg,Takeaway,Bar
Mr Bradley's,221,Cafe,Irish,"56 Barrack St, Ballyphehane, Cork, T12 H285, Ireland",4.7,47,€10-25,+353 21 490 1848,https://www.google.com/url?q=https://www.facebook.com/Mr.BradleysBar/%3Ffref%3Dts&opi=79508299&sa=U&ved=0ahUKEwj26vak75iQAxX9XmwGHR3XEOEQ61gIGygS&usg=AOvVaw1euKaNZ8ttfPnct7OsclVA,https://www.google.com/maps/place/Mr+Bradley%27s/data=!4m7!3m6!1s0x484490191ac6e3ff:0xe1e0bc6688242522!8m2!3d51.8930703!4d-8.4789134!16s%2Fg%2F11c310wmqp!19sChIJ_-PGGhmQREgRIiUkiGa84OE?authuser=0&hl=en&rclk=1,Casual,Non-Veg,"Takeaway, Delivery",Bar
The Old Town Whiskey Bar at Bodega,222,Cafe,Irish,"44-45 Cornmarket St, Centre, Cork, T12 W27H, Ireland",4.4,44,€10-25,+353 21 427 9997,https://www.google.com/url?q=http://www.oldtownwhiskeybar.com/&opi=79508299&sa=U&ved=0ahUKEwim3K-x75iQAxUSUGwGHS02KCAQ61gIGigS&usg=AOvVaw3ubKjWX9R9Tg45voXXjnNu,https://www.google.com/maps/place/The+Old+Town+Whiskey+Bar+at+Bodega/data=!4m7!3m6!1s0x4844901120fe88bb:0x4fe1de2a40a7541a!8m2!3d51.8995635!4d-8.4768272!16s%2Fg%2F124sqhsk5!19sChIJu4j-IBGQREgRGlSnQCre4U8?authuser=0&hl=en&rclk=1,Casual,Non-Veg,"Dine-in, Takeaway, Delivery",Bar
The Lough Café,223,Pub,Irish,"1b The, Lough Rd, The Lough, Cork, T12 YR99, Ireland",4.6,46,€5-15,+353 21 455 1173,https://www.google.com/url?q=https://shorturl.at/jsAJ3&opi=79508299&sa=U&ved=0ahUKEwiS2Jy_75iQAxU8cGwGHc-QAXgQ61gIFigO&usg=AOvVaw3zJjXa14jxh5KMWKfximiL,https://www.google.com/maps/place/The+Lough+Caf%C3%A9/data=!4m7!3m6!1s0x484491399b33cc7d:0x9fc710fa583a34cf!8m2!3d51.8895495!4d-8.4844558!16s%2Fg%2F11j2_yq9r6!19sChIJfcwzmzmRREgRzzQ6WPoQx58?authuser=0&hl=en&rclk=1,Casual,Non-Veg,"Dine-in, Takeaway, Delivery",Bar
The Farmgate Cafe,224,Pub,Irish,"The English Market, Princes St, Centre, Cork, T12 NC8Y, Ireland",4.5,45,€5-15,+353 21 427 5818,https://www.google.com/url?q=http://farmgatecork.ie/&opi=79508299&sa=U&ved=0ahUKEwiKxPXM75iQAxU8RmcHHbqOFYQQ61gIGygS&usg=AOvVaw0gkHRam3dWR0HvYhCPDBAk,https://www.google.com/maps/place/The+Farmgate+Cafe/data=!4m7!3m6!1s0x4844900555d82e87:0x39d4f85c388c37fc!8m2!3d51.8977361!4d-8.4739295!16s%2Fg%2F1thl07pp!19sChIJhy7YVQWQREgR_DeMOFz41Dk?authuser=0&hl=en&rclk=1,Casual,Non-Veg,"Dine-in, Takeaway, Delivery",Bar
Glenryan Tavern,225,Pub,Irish,"Glen Ryan Rd, Gurranabraher, Cork, T23 KX43, Ireland",4.5,45,€10-25,+353 85 456 7890,,https://www.google.com/maps/place/Glenryan+Tavern/data=!4m7!3m6!1s0x48449014378d6113:0x2ec0ec3e38280c9c!8m2!3d51.9028459!4d-8.4832116!16s%2Fg%2F11bbrhv6sh!19sChIJE2GNNxSQREgRnAwoOD7swC4?authuser=0&hl=en&rclk=1,Casual,Non-Veg,"Takeaway, Delivery",Bar
Aye,226,Pub,Irish,"9 Anglesea St, Ballintemple, Cork, T12 EP44, Ireland",4.3,43,€10-25,+353 21 567 8901,https://www.google.com/url?q=http://www.ayecork.com/&opi=79508299&sa=U&ved=0ahUKEwii0Yvm75iQAxXvW2wGHXVICfEQ61gIGygS&usg=AOvVaw0o0-9yBCZBtuOTCm00Yb4d,https://www.google.com/maps/place/Aye/data=!4m7!3m6!1s0x4844917fc11b0081:0xdc9464e00d604816!8m2!3d51.8952031!4d-8.4657375!16s%2Fg%2F11mvzyqxqh!19sChIJgQAbwX-RREgRFkhgDeBklNw?authuser=0&hl=en&rclk=1,Casual,Non-Veg,"Dine-in, Takeaway, Delivery",Bar
The Shelbourne Bar,227,Pub,Irish,"17 MacCurtain Street, Victorian Quarter, Cork, T23 DE79, Ireland",4.6,46,€10-25,+353 83 456 7891,https://www.google.com/url?q=https://www.theshelbournecork.ie/&opi=79508299&sa=U&ved=0ahUKEwjeidLz75iQAxXYSGwGHSmvI_YQ61gIFygS&usg=AOvVaw2kcROaJ8uPZdBdywZF3fm0,https://www.google.com/maps/place/The+Shelbourne+Bar/data=!4m7!3m6!1s0x4844900e60fdd20f:0x54cfdd2b85a16f78!8m2!3d51.9014208!4d-8.4683764!16s%2Fg%2F1s04cl7x3!19sChIJD9L9YA6QREgReG-hhSvdz1Q?authuser=0&hl=en&rclk=1,Casual,Non-Veg,"Takeaway, Delivery",Bar
The Pav,228,Restaurant,Continental,"13 Carey's Ln, Centre, Cork, T12 RD00, Ireland",4.4,44,€10-25,+353 21 678 9012,https://www.google.com/url?q=https://thepav.ie/&opi=79508299&sa=U&ved=0ahUKEwjqg-aA8JiQAxVRSWwGHe3YIqUQ61gIHCgS&usg=AOvVaw1l5-QKXNztSZqlqg-fJwJv,https://www.google.com/maps/place/The+Pav/data=!4m7!3m6!1s0x484490105b7da237:0xc58c121854a568e4!8m2!3d51.8986895!4d-8.4736692!16s%2Fg%2F11bt_hyq96!19sChIJN6J9WxCQREgR5GilVBgSjMU?authuser=0&hl=en&rclk=1,Lively,Non-Veg,"Takeaway, Delivery",Bar
The Model Farm,229,Street Food,Middle Eastern,"Model Farm Rd, Eden Hall, Cork, Ireland",4.5,45,€10-25,+353 21 427 1000,https://www.google.com/url?q=http://www.themodelfarm.ie/&opi=79508299&sa=U&ved=0ahUKEwif-pmN8JiQAxWSWGwGHT6NE8EQ61gIGygS&usg=AOvVaw2BHOH8HTLXZwd4oyJOE0uT,https://www.google.com/maps/place/The+Model+Farm/data=!4m7!3m6!1s0x484491e78f4c7683:0xa4b85b937dc09c7b!8m2!3d51.8901175!4d-8.5383789!16s%2Fg%2F11clwjp266!19sChIJg3ZMj-eRREgRe5zAfZNbuKQ?authuser=0&hl=en&rclk=1,Trendy,Non-Veg,"Dine-in, Takeaway, Delivery",Bar
The Imperial Hotel & SPA,230,Bar,Irish,Address not available,4.4,44,€20-35,+353 21 789 0123,https://www.google.com/url?q=https://www.imperialhotelcork.com/%3Futm_source%3DGMBlisting%26utm_medium%3Dorganic&opi=79508299&sa=U&ved=0ahUKEwjm9O-a8JiQAxXgT2wGHSILGboQ61gIFigS&usg=AOvVaw1WmjOCV-QBSd-VvdUuZcAh,https://www.google.com/maps/place/The+Imperial+Hotel+%26+SPA/data=!4m10!3m9!1s0x4844901aab05a8f7:0xe6771ec9fc8a5bbf!5m2!4m1!1i2!8m2!3d51.8972143!4d-8.4700877!16s%2Fg%2F1td1p8nl!19sChIJ96gFqxqQREgRv1uK_Mked-Y?authuser=0&hl=en&rclk=1,Casual,Non-Veg,Dine-in,Bar
Istanbul Kebab Cork City,231,Restaurant,Spanish,"75 Oliver Plunkett St, Centre, Cork, T12 FW02, Ireland",4.4,44,€10-25,+353 21 890 1234,,https://www.google.com/maps/place/Istanbul+Kebab+Cork+City/data=!4m7!3m6!1s0x4844916f0b459843:0x8da530e58a3e5528!8m2!3d51.8974381!4d-8.4737333!16s%2Fg%2F11f6yxclkm!19sChIJQ5hFC2-RREgRKFU-iuUwpY0?authuser=0&hl=en&rclk=1,Casual,Non-Veg,"Dine-in, Takeaway",Bar
Homer Bar,232,Restaurant,Indian,"104 Shandon St, Gurranabraher, Cork, T23 XD89, Ireland",4.8,48,€10-25,+353 21 427 8866,,https://www.google.com/maps/place/Homer+Bar/data=!4m7!3m6!1s0x4844901396a5e495:0x9ef06ecce753d6db!8m2!3d51.9035681!4d-8.4780625!16s%2Fg%2F11bbs2zp_h!19sChIJleSllhOQREgR29ZT58xu8J4?authuser=0&hl=en&rclk=1,Casual,Non-Veg,"Takeaway, Delivery",Bar
Iberian Way,233,Cafe,Irish,"72 Douglas St, Centre, Cork, T12 HP96, Ireland",4.6,46,€20-35,+353 21 434 1095,https://www.google.com/url?q=https://iberian-way-1749464378.resos.com/booking%3Ffbclid%3DPAdGRleAMekXZleHRuA2FlbQIxMQABp8tunMfrgdWv_R6u9kE8ScMtWH-TuFPgK0Y0AsOofvYSA7NgSe-vddxABmwq_aem_dCN3kMqkdV7_8wrnHbe5IA&opi=79508299&sa=U&ved=0ahUKEwi-uvDC8JiQAxVrVWwGHV8bNXAQ61gIFygS&usg=AOvVaw1_gRZHG_vuXfBMRuMGWKBN,https://www.google.com/maps/place/Iberian+Way/data=!4m7!3m6!1s0x4844901b3d6ae1d3:0x52ade12648ed50ea!8m2!3d51.8936576!4d-8.4710048!16s%2Fg%2F11cjj5y9bm!19sChIJ0-FqPRuQREgR6lDtSCbhrVI?authuser=0&hl=en&rclk=1,Casual,Non-Veg,"Dine-in, Takeaway, Delivery",Bar
Bombay Palace,234,Restaurant,Irish,"14/15 Cook St, Centre, Cork, Ireland",3.8,38,€20-35,+353 89 252 2240,,https://www.google.com/maps/place/Bombay+Palace/data=!4m7!3m6!1s0x48449010082a1cc3:0x7ca65e67dfc2748e!8m2!3d51.8973415!4d-8.471563!16s%2Fg%2F1vqtg5z2!19sChIJwxwqCBCQREgRjnTC32depnw?authuser=0&hl=en&rclk=1,Casual,Non-Veg,"Dine-in, Takeaway, Delivery",Bar
Café Gusto,235,Cafe,Sweets and Savory,"3 Washington St, Centre, Cork, T12 R9WH, Ireland",4.6,46,€5-15,+353 21 450 6049,https://www.google.com/url?q=http://www.cafegusto.com/&opi=79508299&sa=U&ved=0ahUKEwjUncDd8JiQAxXERWwGHeclK1EQ61gIGigS&usg=AOvVaw1xGxN28lb5-AhNq4lCcQJb,https://www.google.com/maps/place/Caf%C3%A9+Gusto/data=!4m7!3m6!1s0x484490109460b299:0x48ce7b21e51143a4!8m2!3d51.8978087!4d-8.4757701!16s%2Fg%2F1ttq1h_b!19sChIJmbJglBCQREgRpEMR5SF7zkg?authuser=0&hl=en&rclk=1,Casual,Non-Veg,"Dine-in, Takeaway, Delivery",Bar
Cork & Fork,236,Restaurant,Italian,"7 Maylor St, Centre, Cork, T12 EC80, Ireland",4.6,46,€20-35,+353 21 439 3434,https://www.google.com/url?q=https://corkandfork.ie/&opi=79508299&sa=U&ved=0ahUKEwin6qDr8JiQAxW1UGcHHXmuAKEQ61gIGygS&usg=AOvVaw2UdKX2z6C3eU-ecmXkcJBw,https://www.google.com/maps/place/Cork+%26+Fork/data=!4m7!3m6!1s0x4844900fbd8f2c3b:0xba7e8b470837b9d9!8m2!3d51.8987884!4d-8.4684152!16s%2Fg%2F11bwfmj7vw!19sChIJOyyPvQ-QREgR2bk3CEeLfro?authuser=0&hl=en&rclk=1,Casual,Non-Veg,"Dine-in, Takeaway, Delivery",Bar
Three Fools Grand Parade,237,Pub,Irish,"Grand Parade, Centre, Cork, Ireland",4.7,47,€5-15,+353 21 427 7850,https://www.google.com/url?q=http://www.threefoolscoffee.ie/&opi=79508299&sa=U&ved=0ahUKEwjHl4L58JiQAxV3R2wGHd1VHcoQ61gIFigO&usg=AOvVaw2caGVxFIp6pxWUR-PYWuqe,https://www.google.com/maps/place/Three+Fools+Grand+Parade/data=!4m7!3m6!1s0x4844901a77d7dbb9:0xf780b0ec9383958c!8m2!3d51.8967853!4d-8.4748732!16s%2Fg%2F11ckwz9v8_!19sChIJudvXdxqQREgRjJWDk-ywgPc?authuser=0&hl=en&rclk=1,Casual,Non-Veg,"Dine-in, Takeaway, Delivery",Bar
Bellini's Restaurant,238,Restaurant,Chinese,"Maryborough, Cork, T12 XR12, Ireland",4.5,45,€20-35,+353 21 239 8720,https://www.google.com/url?q=https://www.maryborough.com/wine-dine/bellinis-restaurant/%3Futm_source%3Dmybusinessbellinis%26utm_medium%3Dorganic&opi=79508299&sa=U&ved=0ahUKEwja_t-G8ZiQAxVkXGcHHWT0MU8Q61gIFigS&usg=AOvVaw36wufZEXuY8YQPEkjPm62l,https://www.google.com/maps/place/Bellini%27s+Restaurant/data=!4m7!3m6!1s0x484485c951aa2911:0xf00b347a677a40c!8m2!3d51.8737951!4d-8.4202737!16s%2Fg%2F11r_g3kx4p!19sChIJESmqUcmFREgRDKR3pkezAA8?authuser=0&hl=en&rclk=1,Casual,Non-Veg,"Dine-in, Takeaway, Delivery, Kerbside pickup",Bar
